f,Re,Im,Mag,Phase
12.473587094870979,284.80254050450765,-27.282069830664142,286.1062711861922,5.471834319184821
14.466840429022009,282.30009195655856,-26.460565388341685,283.53748154230357,5.354805352035622
16.77861150982331,279.36309882945034,-25.868227719160664,280.55820464374875,5.290340299486173
19.459798812241857,277.202488552991,-25.303376500249904,278.3549541903009,5.215573865309043
22.569434281926338,275.75972726800774,-24.750912968472388,276.86826267324125,5.128859910096248
26.175983046944406,274.0851214519493,-24.115709613284853,275.14400093674965,5.028289244778275
30.358850820758757,272.108272275169,-23.76647419613829,273.1442057527364,4.99165916190813
35.21013218507083,269.7874512715702,-23.681831256136494,270.82484744803975,5.016541694889995
40.83663824463484,268.160434941466,-23.675126104370182,269.2035112402029,5.045400405009278
47.36224829710381,266.5228660806389,-23.6874651839845,267.57341824381706,5.07887067712168
54.93063729483723,264.6237144762527,-23.699389962653193,265.68283976917144,5.117689429264371
63.708439149445425,262.4212166324501,-23.710010919948402,263.49015077736664,5.162711337447702
73.8889155258364,259.9927220478387,-23.860074285731454,261.0852708652201,5.243465726438249
85.69621090193851,258.77099981199916,-24.20401282780215,259.900489766122,5.343584418349031
99.39028757813666,257.3535429675545,-24.59765606441986,258.52638310589583,5.459701869473516
115.27264929097629,255.7089204407302,-25.04713200808084,256.93269705273775,5.594374648335455
133.69297944846076,253.7924658103643,-25.639939198182173,255.08434327530063,5.768858029984419
155.05684014157328,251.88807771601603,-26.784976984959528,253.30818914428042,6.069841246567946
179.83460144186498,250.41165253238177,-28.171904972036863,251.9913727764341,6.418920956599237
208.57179758226894,248.68991268082482,-29.759178280980628,250.46413188549664,6.823782879927494
241.90113803411688,246.68071796393744,-31.57138869179792,248.69284106932437,7.293340898485381
280.55643792934075,244.29564521212382,-33.91442509685349,246.63850165628634,7.903590287163467
325.38877453523475,241.72639561394075,-36.62113813733964,244.484678650793,8.614704360665673
377.38522550035975,238.86505857757905,-39.71285987530961,242.14381563183943,9.439452987499607
437.69060143325703,235.49844391975336,-43.20503569672767,239.42888755991981,10.39599473348763
507.6326513021471,231.6933915674193,-46.32998197317842,236.28011961578258,11.307864641757238
588.7512956051949,227.252985602161,-49.68243448741181,232.6204285132584,12.332071844619197
682.8325309407247,221.96700292554183,-53.37129199585542,228.29333147740948,13.519945233193324
791.9477524574006,216.26960604215355,-55.489475586934766,223.27477331427602,14.390276259135378
918.4993599503408,209.87883691641397,-56.896651869447794,217.45425997055068,15.16792017284622
1065.2736517167727,202.4704055040268,-58.32460105030332,210.7036406724907,16.06982997029982
1235.5021707400472,195.8529168972581,-58.950188944728104,204.53236867005532,16.751381854812056
1432.9328538665588,189.88065664999405,-58.416502914852465,198.66341279318118,17.100437050406995
1661.9125504735189,182.97159321819075,-57.70922677572697,191.85660994569707,17.50527054194284
1927.482727448587,174.98333862084172,-56.770443727257096,183.96209412780075,17.974795585366888
2235.490467626644,165.90629774961621,-55.06592281595028,174.80605106390485,18.36151027099083
2592.717205546472,162.05249486412575,-52.58059885972583,170.36939416495824,17.976507967670766
3007.0280349141767,157.918969937376,-49.88253002615819,165.60998722266854,17.5299830951882
3487.544875089433,153.08497194916754,-46.83813923128502,160.09003692712002,17.012104474654837
4044.8473092169597,147.65361633516002,-42.642865871260284,153.68801002864515,16.108897077176884
4691.2055158745925,141.96587986775165,-38.34110899063745,147.0522073457479,15.113457619796947
5440.850422715353,140.38160470544264,-35.86466452405495,144.89054179310037,14.331361052392923
6310.287030101039,138.49318272931205,-33.05577400201499,142.38344657075453,13.424287076425541
7318.657803202128,136.23655414893616,-29.88441978481452,139.4757227342846,12.372264561343707
8488.164133401355,133.40155792993252,-26.98418802600578,136.1033506624873,11.435372034194284
9844.555148354906,131.19594258884248,-24.015809628417855,133.37591410702032,10.37331690161633
11417.694632887036,130.4341057472254,-21.099444220718212,132.1296427320591,9.188754516411056
13242.21854266743,129.2005946526631,-19.635978209600072,130.68421977748366,8.64171367515627
15358.297587209641,127.75005093021154,-17.970598957868386,129.00782123412588,8.007256842618883
17812.521672050232,126.04165608006952,-16.082398481156403,127.06353768218963,7.271415124786557
20658.92567295312,125.17319422101446,-14.671675453189751,126.03010200779629,6.685192398738142
23960.179126702973,124.77612620520281,-13.484162276434432,125.50260675808259,6.16783818856112
27788.966032018623,124.30159196530006,-12.117378880225829,124.89081886205604,5.567811849145801
32229.585139789673,123.73260958577438,-10.546505523254002,124.18126852974926,4.871902545790638
37379.805966371816,122.96879837920667,-9.79556408078522,123.35833352670889,4.554503680943317
43353.02139395523,122.75819917202882,-9.438446352920058,123.12050898821222,4.396621079065297
50280.744252005745,122.57758273748622,-9.030592626454801,122.90978558662553,4.213509165025165
58315.5028472391,122.36641257103237,-8.559131883200857,122.66538902273182,4.001136347092086
67634.19919327642,122.11768084680328,-8.03808869898095,122.3819383950687,3.7659178772583157
78442.00387843115,121.89706533189957,-7.5264688665511,122.12920318305756,3.5332117257457654
90976.87332528527,122.00842730143047,-6.9565958505321,122.206589668463,3.2633196141038607
105514.78889897176,122.13424556942294,-6.2945541756296,122.29634235365359,2.9502993030675384
